,,6827469,,
femoren,1099,0.000160967,1848,0.297467773
engineer,1099,0.000160967,1849,0.297628741
combat,1098,0.000160821,1850,0.297518744
abuse,1098,0.000160821,1851,0.297679565
involve,1096,0.000160528,1852,0.297297871
performing,1096,0.000160528,1853,0.297458399
killing,1095,0.000160382,1854,0.297347377
1974,1095,0.000160382,1855,0.297507759
reality,1095,0.000160382,1856,0.29766814
tlc,1094,0.000160235,1857,0.297556532
exchanges,1093,0.000160089,1858,0.297444631
violent,1092,0.000159942,1859,0.297332438
cameras,1090,0.000159649,1860,0.296947522
safety,1090,0.000159649,1861,0.297107171
tmzs,1089,0.000159503,1862,0.296994098
psyche,1089,0.000159503,1863,0.297153601
starring,1089,0.000159503,1864,0.297313104
caught,1087,0.00015921,1865,0.296926284
embedded,1086,0.000159063,1866,0.296812186
threat,1085,0.000158917,1867,0.296697795
deeply,1085,0.000158917,1868,0.296856712
kingdom,1085,0.000158917,1869,0.297015629
grew,1084,0.00015877,1870,0.296900652
kent,1083,0.000158624,1871,0.296785383
juarez,1082,0.000158477,1872,0.29666982
poses,1082,0.000158477,1873,0.296828298
chuy,1081,0.000158331,1874,0.296712296
popular,1081,0.000158331,1875,0.296870627
jesus,1080,0.000158185,1876,0.296754185
continued,1080,0.000158185,1877,0.29691237
advocates,1079,0.000158038,1878,0.296795489
farm,1079,0.000158038,1879,0.296953527
hosts,1079,0.000158038,1880,0.297111565
regular,1079,0.000158038,1881,0.297269603
hop,1078,0.000157892,1882,0.29715199
commit,1077,0.000157745,1883,0.297034084
intent,1075,0.000157452,1884,0.296639941
activities,1072,0.000157013,1885,0.295969121
segment,1072,0.000157013,1886,0.296126134
blacked,1071,0.000156866,1887,0.296006763
2020,1071,0.000156866,1888,0.29616363
discusses,1070,0.00015672,1889,0.296043819
pictured,1070,0.00015672,1890,0.296200539
predatory,1067,0.00015628,1891,0.295526351
trading,1066,0.000156134,1892,0.295405516
walters,1066,0.000156134,1893,0.29556165
contest,1066,0.000156134,1894,0.295717784
barbara,1065,0.000155988,1895,0.295596362
won,1064,0.000155841,1896,0.295474648
dangerous,1064,0.000155841,1897,0.295630489
instruction,1062,0.000155548,1898,0.295230341
attention,1061,0.000155402,1899,0.295107748
notify,1059,0.000155109,1900,0.294706574
jennings,1058,0.000154962,1901,0.294583249
project,1058,0.000154962,1902,0.294738211
43,1057,0.000154816,1903,0.294614446
jazz,1057,0.000154816,1904,0.294769262
lewd,1054,0.000154376,1905,0.294087018
strategizing,1054,0.000154376,1906,0.294241395
flaming,1054,0.000154376,1907,0.294395771
flames,1052,0.000154083,1908,0.293991229
obscene,1052,0.000154083,1909,0.294145312
notifications,1052,0.000154083,1910,0.294299396
newsletters,1050,0.000153791,1911,0.293893682
gay,1049,0.000153644,1912,0.293767427
garden,1049,0.000153644,1913,0.293921071
interviews,1049,0.000153644,1914,0.294074715
square,1048,0.000153498,1915,0.293947874
madison,1047,0.000153351,1916,0.293820741
bestiality,1047,0.000153351,1917,0.293974092
lawyers,1047,0.000153351,1918,0.294127443
incest,1046,0.000153205,1919,0.293999724
pedophilia,1045,0.000153058,1920,0.293871711
youth,1044,0.000152912,1921,0.293743406
explicit,1043,0.000152765,1922,0.293614808
misunderstood,1042,0.000152619,1923,0.293485917
sexually,1042,0.000152619,1924,0.293638536
pornography,1040,0.000152326,1925,0.293227256
plight,1040,0.000152326,1926,0.293379582
numeric,1037,0.000151886,1927,0.292685181
profanity,1036,0.00015174,1928,0.292554679
capture,1034,0.000151447,1929,0.292141348
vulgarity,1034,0.000151447,1930,0.292292795
abusiveness,1033,0.000151301,1931,0.292161414
speech,1032,0.000151154,1932,0.29202974
leelah,1032,0.000151154,1933,0.292180895
hate,1031,0.000151008,1934,0.292048781
aggressive,1031,0.000151008,1935,0.292199789
delegates,1031,0.000151008,1936,0.292350796
42,1030,0.000150861,1937,0.292218097
remaining,1030,0.000150861,1938,0.292368958
passive,1030,0.000150861,1939,0.29251982
taraval,1028,0.000150568,1940,0.292102388
82,1028,0.000150568,1941,0.292252956
ethnically,1028,0.000150568,1942,0.292403525
2007,1027,0.000150422,1943,0.292269507
tolerated,1027,0.000150422,1944,0.292419929
racially,1026,0.000150275,1945,0.292285472
racism,1025,0.000150129,1946,0.292150722
bigotry,1024,0.000149982,1947,0.29201568
trapped,1024,0.000149982,1948,0.292165662
expressions,1022,0.000149689,1949,0.291744715
blatant,1021,0.000149543,1950,0.291608794
encounter,1021,0.000149543,1951,0.291758337
williamson,1020,0.000149397,1952,0.291621976
matthew,1019,0.00014925,1953,0.291485322
catch,1018,0.000149104,1954,0.291348375
disability,1017,0.000148957,1955,0.291211135
misleading,1016,0.000148811,1956,0.291073603
serviceconnected,1016,0.000148811,1957,0.291222413
reached,1016,0.000148811,1958,0.291371224
impossible,1014,0.000148518,1959,0.290946176
2008,1014,0.000148518,1960,0.291094694
springsummer,1013,0.000148371,1961,0.29095599
riots,1013,0.000148371,1962,0.291104361
indianapolis,1011,0.000148078,1963,0.290677702
runway,1010,0.000147932,1964,0.290538119
wins,1010,0.000147932,1965,0.290686051
primary,1009,0.000147785,1966,0.290546028
suicide,1009,0.000147785,1967,0.290693813
threaten,1009,0.000147785,1968,0.290841599
sin,1009,0.000147785,1969,0.290989384
ii,1008,0.000147639,1970,0.290848629
lopsided,1008,0.000147639,1971,0.290996268
stalk,1007,0.000147492,1972,0.290855074
harass,1006,0.000147346,1973,0.290713587
clicked,1006,0.000147346,1974,0.290860933
defame,1005,0.000147199,1975,0.290719006
baltimore,1005,0.000147199,1976,0.290866205
van,1004,0.000147053,1977,0.290723839
tractortrailer,1002,0.00014676,1978,0.290291468
jackson,1000,0.000146467,1979,0.289858511
struck,999,0.000146321,1980,0.289714973
happen,999,0.000146321,1981,0.289861294
41,998,0.000146174,1982,0.289717317
fatally,998,0.000146174,1983,0.289863491
neck,996,0.000145881,1984,0.289428484
alcorn,995,0.000145735,1985,0.289283628
spokesperson,995,0.000145735,1986,0.289429362
alma,994,0.000145588,1987,0.289284067
clinch,994,0.000145588,1988,0.289429655
nclr,993,0.000145442,1989,0.289283921
suffering,993,0.000145442,1990,0.289429362
infringes,991,0.000145149,1991,0.288991572
scores,991,0.000145149,1992,0.289136721
2383,990,0.000145002,1993,0.288989961
high,990,0.000145002,1994,0.289134963
onstage,989,0.000144856,1995,0.288987764
wouldnt,988,0.00014471,1996,0.288840272
gray,988,0.00014471,1997,0.288984981
game,988,0.00014471,1998,0.289129691
reach,988,0.00014471,1999,0.2892744
unlikely,986,0.000144417,2000,0.288833241
situation,985,0.00014427,2001,0.288684577
teenagers,984,0.000144124,2002,0.28853562
freddie,983,0.000143977,2003,0.28838637
allocated,982,0.000143831,2004,0.288236827
proportionally,981,0.000143684,2005,0.288086991
race,977,0.000143098,2006,0.287055423
obviously,977,0.000143098,2007,0.287198521
gardens,976,0.000142952,2008,0.287047514
qualify,976,0.000142952,2009,0.287190465
miami,975,0.000142805,2010,0.287039018
desire,975,0.000142805,2011,0.287181824
voiced,973,0.000142513,2012,0.286735246
joshua,971,0.00014222,2013,0.286288081
received,971,0.00014222,2014,0.286430301
bowl,971,0.00014222,2015,0.286572521
abide,969,0.000141927,2016,0.286124185
addressed,969,0.000141927,2017,0.286266111
exchange,969,0.000141927,2018,0.286408038
performer,967,0.000141634,2019,0.28595853
loose,967,0.000141634,2020,0.286100164
activists,966,0.000141487,2021,0.285945788
browns,966,0.000141487,2022,0.286087275
halftime,966,0.000141487,2023,0.286228762
animals,964,0.000141194,2024,0.28577735
wild,963,0.000141048,2025,0.285621949
stress,963,0.000141048,2026,0.285762997
posttraumatic,962,0.000140901,2027,0.285607155
pack,961,0.000140755,2028,0.285451021
15,961,0.000140755,2029,0.285591776
untreated,961,0.000140755,2030,0.285732531
superdelegates,961,0.000140755,2031,0.285873286
vikings,961,0.000140755,2032,0.286014041
pejic,958,0.000140316,2033,0.285261493
dominating,957,0.000140169,2034,0.285103894
andreja,957,0.000140169,2035,0.285244063
inspire,956,0.000140023,2036,0.285086025
hue,956,0.000140023,2037,0.285226048
coach,955,0.000139876,2038,0.28506757
africanamericans,955,0.000139876,2039,0.285207447
estimate,954,0.00013973,2040,0.28504853
participating,954,0.00013973,2041,0.285188259
referring,953,0.000139583,2042,0.285028903
purple,952,0.000139437,2043,0.284869254
surgery,951,0.00013929,2044,0.284709312
runins,951,0.00013929,2045,0.284848602
sexreassignment,950,0.000139144,2046,0.28468822
underwent,949,0.000138997,2047,0.284527546
pledged,948,0.000138851,2048,0.284366579
253,947,0.000138704,2049,0.284205318
andrej,947,0.000138704,2050,0.284344023
guidelines,947,0.000138704,2051,0.284482727
community,946,0.000138558,2052,0.284320881
league,946,0.000138558,2053,0.284459439
supervisors,944,0.000138265,2054,0.28399631
male,944,0.000138265,2055,0.284134575
leads,944,0.000138265,2056,0.28427284
championship,944,0.000138265,2057,0.284411105
androgynous,943,0.000138119,2058,0.28424794
nfc,943,0.000138119,2059,0.284386059
500,941,0.000137826,2060,0.283920733
gays,941,0.000137826,2061,0.284058558
indians,940,0.000137679,2062,0.283894368
saints,939,0.000137533,2063,0.283729886
hispanics,939,0.000137533,2064,0.283867419
orleans,938,0.000137386,2065,0.283702496
blacks,938,0.000137386,2066,0.283839883
384,937,0.00013724,2067,0.283674521
disparaged,936,0.000137093,2068,0.283508867
competing,935,0.000136947,2069,0.28334292
cnnmoney,933,0.000136654,2070,0.282873492
billy,933,0.000136654,2071,0.283010146
prepped,932,0.000136507,2072,0.28284332
worry,932,0.000136507,2073,0.282979828
tickets,931,0.000136361,2074,0.282812562
oh,931,0.000136361,2075,0.282948923
per,931,0.000136361,2076,0.283085284
gold,930,0.000136214,2077,0.282917433
traffic,930,0.000136214,2078,0.283053647
cents,930,0.000136214,2079,0.283189861
demagoguery,930,0.000136214,2080,0.283326076
disguise,928,0.000135922,2081,0.282852694
plugins,927,0.000135775,2082,0.282683671
spin,927,0.000135775,2083,0.282819446
dividend,927,0.000135775,2084,0.282955221
deterred,927,0.000135775,2085,0.283090996
fiction,926,0.000135629,2086,0.282921241
quarterly,926,0.000135629,2087,0.283056869
marijuana,925,0.000135482,2088,0.282886674
crime,925,0.000135482,2089,0.283022157
intimidated,925,0.000135482,2090,0.283157639
possessing,924,0.000135336,2091,0.282986858
hailed,924,0.000135336,2092,0.283122194
upped,924,0.000135336,2093,0.283257529
las,923,0.000135189,2094,0.283086163
movies,923,0.000135189,2095,0.283221352
masters,923,0.000135189,2096,0.283356541
billion,922,0.000135043,2097,0.283184589
offenses,921,0.000134896,2098,0.283012343
forms,920,0.00013475,2099,0.282839805
espn,918,0.000134457,2100,0.282359393
buyback,918,0.000134457,2101,0.282493849
lol,917,0.00013431,2102,0.282320432
rare,917,0.00013431,2103,0.282454743
aspects,916,0.000134164,2104,0.282280886
shot,916,0.000134164,2105,0.28241505
promised,915,0.000134017,2106,0.282240754
leonard,914,0.000133871,2107,0.282066165
strong,914,0.000133871,2108,0.282200036
imprint,913,0.000133725,2109,0.282025008
citizens,913,0.000133725,2110,0.282158733
likes,912,0.000133578,2111,0.281983265
hospital,912,0.000133578,2112,0.282116843
steelers,911,0.000133432,2113,0.281940936
elmore,911,0.000133432,2114,0.282074368
obligations,911,0.000133432,2115,0.282207799
novelists,910,0.000133285,2116,0.282031306
pittsburgh,910,0.000133285,2117,0.282164591
stronger,910,0.000133285,2118,0.282297876
posts,910,0.000133285,2119,0.282431162
fulfill,909,0.000133139,2120,0.282253936
suspects,908,0.000132992,2121,0.282076418
dine,908,0.000132992,2122,0.28220941
invitation,906,0.000132699,2123,0.281720503
army,904,0.000132406,2124,0.28123101
missed,904,0.000132406,2125,0.281363416
oneill,903,0.00013226,2126,0.281184433
39,902,0.000132113,2127,0.281005157
barbarians,902,0.000132113,2128,0.281137271
rhetoric,902,0.000132113,2129,0.281269384
ann,902,0.000132113,2130,0.281401497
joined,902,0.000132113,2131,0.281533611
trumps,901,0.000131967,2132,0.281353456
buy,901,0.000131967,2133,0.281485423
wry,900,0.00013182,2134,0.281304829
connections,900,0.00013182,2135,0.28143665
ankle,899,0.000131674,2136,0.281255616
aim,899,0.000131674,2137,0.28138729
cash,899,0.000131674,2138,0.281518964
grit,898,0.000131528,2139,0.281337345
october,898,0.000131528,2140,0.281468872
friends,898,0.000131528,2141,0.2816004
sprained,897,0.000131381,2142,0.281418195
instead,897,0.000131381,2143,0.281549576
xli,897,0.000131381,2144,0.281680957
join,897,0.000131381,2145,0.281812338
asked,895,0.000131088,2146,0.281315082
mexico,895,0.000131088,2147,0.28144617
shooting,894,0.000130942,2148,0.281262647
monday,894,0.000130942,2149,0.281393588
guardian,894,0.000130942,2150,0.28152453
gwais,893,0.000130795,2151,0.281340421
philadelphia,892,0.000130649,2152,0.281156018
hock,892,0.000130649,2153,0.281286667
bunch,890,0.000130356,2154,0.280786335
club,889,0.000130209,2155,0.280601054
questioned,889,0.000130209,2156,0.280731264
hoard,889,0.000130209,2157,0.280861473
incident,887,0.000129916,2158,0.28035953
describes,885,0.000129623,2159,0.279857001
became,884,0.000129477,2160,0.279670256
bestseller,884,0.000129477,2161,0.279799733
displaced,883,0.000129331,2162,0.279612547
june,883,0.000129331,2163,0.279741878
2329,882,0.000129184,2164,0.279554254
minor,882,0.000129184,2165,0.279683438
thus,882,0.000129184,2166,0.279812622
mention,881,0.000129038,2167,0.279624411
realness,881,0.000129038,2168,0.279753449
emancipated,881,0.000129038,2169,0.279882486
detectives,881,0.000129038,2170,0.280011524
police,880,0.000128891,2171,0.279822581
20,880,0.000128891,2172,0.279951473
redefining,880,0.000128891,2173,0.280080364
two,879,0.000128745,2174,0.279890835
memoir,879,0.000128745,2175,0.28001958
quarter,879,0.000128745,2176,0.280148324
door,877,0.000128452,2177,0.279639351
id,877,0.000128452,2178,0.279767803
expired,877,0.000128452,2179,0.279896254
216,876,0.000128305,2180,0.279705408
18,876,0.000128305,2181,0.279833713
republicans,876,0.000128305,2182,0.279962018
naacp,875,0.000128159,2183,0.279770586
targeting,875,0.000128159,2184,0.279898744
plates,874,0.000128012,2185,0.279706872
2012,874,0.000128012,2186,0.279834885
2005,874,0.000128012,2187,0.279962897
age,874,0.000128012,2188,0.280090909
birthday,874,0.000128012,2189,0.280218922
gender,873,0.000127866,2190,0.280026171
september,873,0.000127866,2191,0.280154037
derogatory,872,0.000127719,2192,0.279960846
photo,872,0.000127719,2193,0.280088566
afternoon,871,0.000127573,2194,0.279894936
gwai,870,0.000127426,2195,0.279701014
szpunar,869,0.00012728,2196,0.279506798
hak,869,0.00012728,2197,0.279634078
pat,868,0.000127133,2198,0.279439423
cantonese,868,0.000127133,2199,0.279566557
older,867,0.000126987,2200,0.279371463
cited,867,0.000126987,2201,0.27949845
cant,867,0.000126987,2202,0.279625437
fold,866,0.000126841,2203,0.279429756
came,866,0.000126841,2204,0.279556597
knock,865,0.000126694,2205,0.279360478
eighth,865,0.000126694,2206,0.279487172
cry,864,0.000126548,2207,0.279290613
olmsted,864,0.000126548,2208,0.27941716
misspelled,864,0.000126548,2209,0.279543708
supporters,864,0.000126548,2210,0.279670256
attends,863,0.000126401,2211,0.279472964
years,863,0.000126401,2212,0.279599365
cook,862,0.000126255,2213,0.279401635
apparently,862,0.000126255,2214,0.279527889
ravitz,862,0.000126255,2215,0.279654144
mock,862,0.000126255,2216,0.279780399
woiotv,862,0.000126255,2217,0.279906654
jessica,861,0.000126108,2218,0.279708044
janet,861,0.000126108,2219,0.279834152
affiliate,861,0.000126108,2220,0.279960261
27,859,0.000125815,2221,0.279435762
iphone,859,0.000125815,2222,0.279561577
hoffaed,859,0.000125815,2223,0.279687392
fending,859,0.000125815,2224,0.279813208
activist,858,0.000125669,2225,0.279613133
got,858,0.000125669,2226,0.279738802
references,858,0.000125669,2227,0.279864471
rallies,857,0.000125522,2228,0.279663811
stereotypes,856,0.000125376,2229,0.279462858
trailing,856,0.000125376,2230,0.279588234
silverscreen,855,0.000125229,2231,0.279386842
unit,855,0.000125229,2232,0.279512071
muscle,854,0.000125083,2233,0.279310239
77th,854,0.000125083,2234,0.279435322
fundraising,853,0.000124936,2235,0.279233051
secondlargest,853,0.000124936,2236,0.279357988
smashing,853,0.000124936,2237,0.279482924
apples,852,0.00012479,2238,0.279280067
finally,852,0.00012479,2239,0.279404857
testolini,851,0.000124644,2240,0.279201561
manuela,850,0.000124497,2241,0.278997971
thenwife,849,0.000124351,2242,0.278794089
senator,848,0.000124204,2243,0.278589914
encounters,848,0.000124204,2244,0.278714118
controversial,846,0.000123911,2245,0.278180685
increased,846,0.000123911,2246,0.278304596
typecasting,844,0.000123618,2247,0.277770284
fast,844,0.000123618,2248,0.277893902
momentum,844,0.000123618,2249,0.27801752
itunes,843,0.000123472,2250,0.277811587
comedy,843,0.000123472,2251,0.277935059
aged,843,0.000123472,2252,0.278058531
stunted,842,0.000123325,2253,0.277852012
individuals,842,0.000123325,2254,0.277975338
911,842,0.000123325,2255,0.278098663
icloud,841,0.000123179,2256,0.277891558
musical,841,0.000123179,2257,0.278014737
